primary key,Category,Price Tier,Neighborhood,Opening Time,Closing Time,Average Rating,Good for kid
928,Caribbean,High,East Harlem,10:17,18:49,1.0,false
929,Mediterranean,Medium,Union Square,10:23,20:54,4.8,false
930,Indian,Low,Upper West Side,9:51,15:20,1.3,true
931,Greek,Medium,Tribeca,8:13,16:35,2.0,true
932,Greek,Medium,Richmond Hill,10:33,13:30,4.4,false
933,Moroccan,High,Union Square,10:48,16:00,2.9,true
934,Caribbean,High,Flatiron District,10:01,23:58,1.4,false
935,Turkish,Low,Hell's Kitchen,9:43,12:04,2.7,false
936,Argentine,Low,Battery Park City,10:46,19:50,4.6,false
937,Indian,High,Sunnyside,8:01,23:34,1.4,false
938,Lebanese,High,Meatpacking District,11:07,23:55,2.8,false
939,German,Medium,Sunnyside,8:42,20:17,4.2,false
940,Caribbean,High,Harlem,9:17,14:53,1.6,false
941,Greek,Medium,Elmhurst,8:23,22:38,4.7,false
942,Mexican,Medium,Nolita,11:36,17:55,4.5,true
943,Vietnamese,Low,Jamaica,10:50,19:20,2.5,true
944,Argentine,Low,Woodhaven,11:10,21:23,1.6,true
945,Polish,Low,Kew Gardens,9:02,19:08,1.7,true
946,Mediterranean,High,Morningside Heights,10:33,15:49,1.3,true
947,Vietnamese,High,Tribeca,11:25,21:07,3.4,true
948,Ethiopian,High,Fresh Meadows,8:58,14:34,2.4,false
949,Japanese,High,Lower East Side,11:13,16:10,3.9,false
950,Mediterranean,Medium,East Harlem,10:28,17:44,2.1,true
951,Mexican,Low,Little Italy,8:37,20:19,2.2,true
952,Indian,High,Forest Hills,8:15,16:17,2.4,true
953,Lebanese,Medium,East Harlem,11:49,23:13,4.5,true
954,Peruvian,High,Chinatown,10:52,23:31,1.5,true
955,Turkish,Low,Upper East Side,9:52,20:40,4.5,false
956,Mediterranean,Medium,Tribeca,8:52,13:38,2.9,true
957,French,High,Hell's Kitchen,10:27,18:08,2.8,false
958,Russian,Medium,Forest Hills,10:45,22:25,3.6,true
959,Lebanese,High,Tribeca,9:07,13:25,4.5,true
960,Vietnamese,Low,Ridgewood,8:20,15:08,4.5,true
961,Turkish,High,Queens Village,8:52,23:30,4.4,false
962,Indian,Low,Midtown,9:58,19:28,4.3,true
963,American,Medium,Astoria,9:30,19:14,2.7,false
964,Ethiopian,High,Gramercy,11:02,17:13,3.5,true
965,Argentine,Medium,Middle Village,11:49,12:04,1.2,false
966,Filipino,High,East Village,9:24,12:36,3.7,true
967,Filipino,High,Little Italy,11:26,16:23,1.4,false
968,Mexican,High,Woodhaven,10:42,20:04,1.0,true
969,Filipino,Low,Financial District,10:29,13:46,3.2,false
970,German,High,Nolita,9:28,14:15,2.8,false
971,Indian,High,East Harlem,9:39,17:33,4.1,false
972,Chinese,Medium,Nolita,9:26,13:39,3.9,true
973,Polish,Medium,Jamaica,10:45,20:38,1.7,true
974,Mexican,Low,Jamaica,9:30,21:56,4.1,true
975,Moroccan,Medium,Chelsea,8:26,19:51,2.7,false
976,Mediterranean,Low,Bayside,8:08,17:04,2.5,false
977,Indian,High,Upper East Side,10:55,19:46,3.6,true
978,Polish,Medium,Financial District,9:02,17:50,3.7,true
979,Spanish,Medium,Long Island City,10:04,14:30,4.9,true
980,Polish,High,Queens Village,8:35,19:29,3.1,false
981,Caribbean,Low,Kew Gardens,9:10,12:56,1.7,true
982,Greek,Medium,Woodside,11:16,23:30,2.1,false
983,Thai,High,Corona,11:06,19:53,2.7,false
984,French,Medium,Forest Hills,10:27,20:42,3.4,false
985,Mexican,High,Inwood,10:59,13:23,3.3,false
986,Mexican,Low,Bayside,8:37,18:06,3.0,true
987,Spanish,Medium,Bayside,8:28,18:22,2.7,false
988,Chinese,High,Fort George,11:40,16:45,4.2,false
989,French,Low,Glendale,9:37,16:36,4.4,true
990,Mexican,High,Inwood,11:10,13:40,2.2,true
991,Japanese,Low,East Village,9:49,23:46,4.7,true
992,French,Low,Battery Park City,11:51,19:18,4.1,false
993,French,Medium,Upper East Side,8:52,21:25,3.0,false
994,Argentine,Medium,Murray Hill,8:35,12:32,2.0,true
995,Italian,High,Elmhurst,10:45,16:19,3.4,true
996,Greek,Medium,East Harlem,11:35,12:41,3.1,true
997,Peruvian,High,Ozone Park,10:17,13:12,1.2,true
998,Japanese,Low,Long Island City,8:21,14:38,1.5,false
999,Brazilian,Low,Woodside,11:36,17:11,1.8,false
1000,Vietnamese,Low,Queens Village,11:36,16:37,2.6,false
